"ControlId","Title","Status","ExpectedValue","ActualValue","Notes","Hostname","Timestamp"
"1.1.1","Ensure 'Enforce password history' is set to '24 or more password(s)'","Pass",">= 24","24","","DC01","2026-07-14T10:54:28.1177486-07:00"
"1.1.2","Ensure 'Maximum password age' is set to '365 or fewer days, but not 0'","Pass","1-365","42","","DC01","2026-07-14T10:54:28.1998532-07:00"
"1.1.3","Ensure 'Minimum password age' is set to '1 or more day(s)'","Pass",">= 1","1","","DC01","2026-07-14T10:54:28.2837450-07:00"
"1.1.4","Ensure 'Minimum password length' is set to '14 or more character(s)'","Fail",">= 14","7","","DC01","2026-07-14T10:54:28.3745383-07:00"
"1.1.5","Ensure 'Password must meet complexity requirements' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:28.4702567-07:00"
"1.1.6","Ensure 'Relax minimum password length limits' is set to 'Enabled' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo es Domain Controller.","DC01","2026-07-14T10:54:28.5278253-07:00"
"1.1.7","Ensure 'Store passwords using reversible encryption' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:28.6190536-07:00"
"1.2.1","Ensure 'Account lockout duration' is set to '15 or more minute(s)'","Fail",">= 15","0","","DC01","2026-07-14T10:54:28.7042203-07:00"
"1.2.2","Ensure 'Account lockout threshold' is set to '5 or fewer invalid logon attempt(s), but not 0'","Fail","1-5","0","","DC01","2026-07-14T10:54:28.7905485-07:00"
"1.2.3","Ensure 'Allow Administrator account lockout' is set to 'Enabled' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo es Domain Controller.","DC01","2026-07-14T10:54:28.8420980-07:00"
"1.2.4","Ensure 'Reset account lockout counter after' is set to '15 or more minute(s)'","Fail",">= 15","0","","DC01","2026-07-14T10:54:28.9315408-07:00"
"2.2.1","Ensure 'Access Credential Manager as a trusted caller' is set to 'No One'","Pass","No One","","","DC01","2026-07-14T10:54:28.9867688-07:00"
"2.2.2","Ensure 'Access this computer from the network' is set to 'Administrators, Authenticated Users, ENTERPRISE DOMAIN CONTROLLERS' (DC only)","Fail","Administrators, Authenticated Users, ENTERPRISE DOMAIN CONTROLLERS","S-1-1-0, S-1-5-11, S-1-5-32-544, S-1-5-32-554, S-1-5-9","","DC01","2026-07-14T10:54:29.0854439-07:00"
"2.2.3","Ensure 'Access this computer from the network' is set to 'Administrators, Authenticated Users' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:29.1338510-07:00"
"2.2.4","Ensure 'Act as part of the operating system' is set to 'No One'","Pass","No One","","","DC01","2026-07-14T10:54:29.1839228-07:00"
"2.2.5","Ensure 'Add workstations to domain' is set to 'Administrators' (DC only)","Fail","Administrators","S-1-5-11","","DC01","2026-07-14T10:54:29.2899390-07:00"
"2.2.6","Ensure 'Adjust memory quotas for a process' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE'","Pass","Administrators, LOCAL SERVICE, NETWORK SERVICE","S-1-5-19, S-1-5-20, S-1-5-32-544","","DC01","2026-07-14T10:54:29.3428652-07:00"
"2.2.7","Ensure 'Allow log on locally' is set to 'Administrators, ENTERPRISE DOMAIN CONTROLLERS' (DC only)","Fail","Administrators, ENTERPRISE DOMAIN CONTROLLERS","S-1-5-32-544, S-1-5-32-548, S-1-5-32-549, S-1-5-32-550, S-1-5-32-551, S-1-5-9","","DC01","2026-07-14T10:54:29.4472083-07:00"
"2.2.8","Ensure 'Allow log on locally' is set to 'Administrators' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:29.5013422-07:00"
"2.2.9","Ensure 'Allow log on through Remote Desktop Services' is set to 'Administrators' (DC only)","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:29.6051183-07:00"
"2.2.10","Ensure 'Allow log on through Remote Desktop Services' is set to 'Administrators, Remote Desktop Users' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:29.6562588-07:00"
"2.2.11","Ensure 'Back up files and directories' is set to 'Administrators'","Fail","Administrators","S-1-5-32-544, S-1-5-32-549, S-1-5-32-551","","DC01","2026-07-14T10:54:29.7089173-07:00"
"2.2.12","Ensure 'Change the system time' is set to 'Administrators, LOCAL SERVICE'","Fail","Administrators, LOCAL SERVICE","S-1-5-19, S-1-5-32-544, S-1-5-32-549","","DC01","2026-07-14T10:54:29.7608781-07:00"
"2.2.13","Ensure 'Create a pagefile' is set to 'Administrators'","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:29.8144040-07:00"
"2.2.14","Ensure 'Create a token object' is set to 'No One'","Pass","No One","","","DC01","2026-07-14T10:54:29.8606218-07:00"
"2.2.15","Ensure 'Create global objects' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE'","Pass","Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE","S-1-5-19, S-1-5-20, S-1-5-32-544, S-1-5-6","","DC01","2026-07-14T10:54:29.9103359-07:00"
"2.2.16","Ensure 'Create permanent shared objects' is set to 'No One'","Pass","No One","","","DC01","2026-07-14T10:54:29.9646345-07:00"
"2.2.17","Ensure 'Create symbolic links' is set to 'Administrators' (DC only)","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:30.0683614-07:00"
"2.2.18","Ensure 'Create symbolic links' is set to 'Administrators, NT VIRTUAL MACHINE\Virtual Machines' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:30.1130317-07:00"
"2.2.19","Ensure 'Debug programs' is set to 'Administrators'","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:30.1692612-07:00"
"2.2.20","Ensure 'Deny access to this computer from the network' to include 'Guests' (DC only)","Fail","Guests","","","DC01","2026-07-14T10:54:30.2679140-07:00"
"2.2.21","Ensure 'Deny access to this computer from the network' to include 'Guests, Local account and member of Administrators group' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:30.3162098-07:00"
"2.2.22","Ensure 'Deny log on as a batch job' to include 'Guests'","Fail","Guests","","","DC01","2026-07-14T10:54:30.3698831-07:00"
"2.2.23","Ensure 'Deny log on as a service' to include 'Guests'","Fail","Guests","","","DC01","2026-07-14T10:54:30.4133915-07:00"
"2.2.24","Ensure 'Deny log on locally' to include 'Guests'","Fail","Guests","","","DC01","2026-07-14T10:54:30.4677847-07:00"
"2.2.25","Ensure 'Deny log on through Remote Desktop Services' to include 'Guests' (DC only)","Fail","Guests","","","DC01","2026-07-14T10:54:30.5728052-07:00"
"2.2.26","Ensure 'Deny log on through Remote Desktop Services' is set to 'Guests, Local account' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:30.6055221-07:00"
"2.2.27","Ensure 'Enable computer and user accounts to be trusted for delegation' is set to 'Administrators' (DC only)","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:30.7004353-07:00"
"2.2.28","Ensure 'Enable computer and user accounts to be trusted for delegation' is set to 'No One' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:30.7464843-07:00"
"2.2.29","Ensure 'Force shutdown from a remote system' is set to 'Administrators'","Fail","Administrators","S-1-5-32-544, S-1-5-32-549","","DC01","2026-07-14T10:54:30.8017094-07:00"
"2.2.30","Ensure 'Generate security audits' is set to 'LOCAL SERVICE, NETWORK SERVICE, RESTRICTED SERVICES\PrintSpoolerService'","Pass","LOCAL SERVICE, NETWORK SERVICE, RESTRICTED SERVICES\PrintSpoolerService","S-1-5-19, S-1-5-20, S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","","DC01","2026-07-14T10:54:30.8537997-07:00"
"2.2.31","Ensure 'Impersonate a client after authentication' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE, RESTRICTED SERVICES\PrintSpoolerService' (DC only)","Pass","Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE, RESTRICTED SERVICES\PrintSpoolerService","S-1-5-19, S-1-5-20, S-1-5-32-544, S-1-5-6, S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","","DC01","2026-07-14T10:54:30.9494249-07:00"
"2.2.32","Ensure 'Impersonate a client after authentication' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE, RESTRICTED SERVICES\PrintSpoolerService, IIS_IUSRS' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:30.9931113-07:00"
"2.2.33","Ensure 'Increase scheduling priority' is set to 'Administrators, Window Manager\Window Manager Group'","Pass","Administrators, Window Manager\Window Manager Group","S-1-5-32-544, S-1-5-90-0","","DC01","2026-07-14T10:54:31.0387656-07:00"
"2.2.34","Ensure 'Load and unload device drivers' is set to 'Administrators'","Fail","Administrators","S-1-5-32-544, S-1-5-32-550","","DC01","2026-07-14T10:54:31.0907186-07:00"
"2.2.35","Ensure 'Lock pages in memory' is set to 'No One'","Pass","No One","","","DC01","2026-07-14T10:54:31.1412422-07:00"
"2.2.36","Ensure 'Log on as a batch job' is set to 'Administrators' (DC Only)","Fail","Administrators","S-1-5-32-544, S-1-5-32-551, S-1-5-32-559","","DC01","2026-07-14T10:54:31.2437825-07:00"
"2.2.37","Ensure 'Manage auditing and security log' is set to 'Administrators' (DC only)","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:31.3436744-07:00"
"2.2.38","Ensure 'Manage auditing and security log' is set to 'Administrators' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:31.3860849-07:00"
"2.2.39","Ensure 'Modify an object label' is set to 'No One'","Pass","No One","","","DC01","2026-07-14T10:54:31.4372042-07:00"
"2.2.40","Ensure 'Modify firmware environment values' is set to 'Administrators'","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:31.4864216-07:00"
"2.2.41","Ensure 'Perform volume maintenance tasks' is set to 'Administrators'","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:31.5361690-07:00"
"2.2.42","Ensure 'Profile single process' is set to 'Administrators'","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:31.5833234-07:00"
"2.2.43","Ensure 'Profile system performance' is set to 'Administrators, NT SERVICE\WdiServiceHost'","Pass","Administrators, NT SERVICE\WdiServiceHost","S-1-5-32-544, S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420","","DC01","2026-07-14T10:54:31.6370163-07:00"
"2.2.44","Ensure 'Replace a process level token' is set to 'LOCAL SERVICE, NETWORK SERVICE'","Pass","LOCAL SERVICE, NETWORK SERVICE","S-1-5-19, S-1-5-20","","DC01","2026-07-14T10:54:31.6885685-07:00"
"2.2.45","Ensure 'Restore files and directories' is set to 'Administrators'","Fail","Administrators","S-1-5-32-544, S-1-5-32-549, S-1-5-32-551","","DC01","2026-07-14T10:54:31.7375052-07:00"
"2.2.46","Ensure 'Shut down the system' is set to 'Administrators'","Fail","Administrators","S-1-5-32-544, S-1-5-32-549, S-1-5-32-550, S-1-5-32-551","","DC01","2026-07-14T10:54:31.7924594-07:00"
"2.2.47","Ensure 'Synchronize directory service data' is set to 'No One' (DC only)","Pass","No One","","","DC01","2026-07-14T10:54:31.8870111-07:00"
"2.2.48","Ensure 'Take ownership of files or other objects' is set to 'Administrators'","Pass","Administrators","S-1-5-32-544","","DC01","2026-07-14T10:54:31.9357240-07:00"
"2.3.1.1","Ensure 'Accounts: Guest account status' is set to 'Disabled' (MS only)","NotApplicable","","","Control (MS only); este equipo no es MS.","DC01","2026-07-14T10:54:31.9794339-07:00"
"2.3.1.2","Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:31.9834326-07:00"
"2.3.1.3","Configure 'Accounts: Rename administrator account'","Fail","distinto de 'Administrator'","Administrator","","DC01","2026-07-14T10:54:32.0752481-07:00"
"2.3.1.4","Configure 'Accounts: Rename guest account'","Fail","distinto de 'Guest'","Guest","","DC01","2026-07-14T10:54:32.1581573-07:00"
"2.3.2.1","Ensure 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:32.1612170-07:00"
"2.3.2.2","Ensure 'Audit: Shut down system immediately if unable to log security audits' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.1662513-07:00"
"2.3.4.1","Ensure 'Devices: Prevent users from installing printer drivers' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.1712379-07:00"
"2.3.5.1","Ensure 'Domain controller: Allow server operators to schedule tasks' is set to 'Disabled' (DC only)","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.2975606-07:00"
"2.3.5.2","Ensure 'Domain controller: Allow vulnerable Netlogon secure channel connections' is set to 'Not Configured' (DC Only)","Pass","Not Configured","","","DC01","2026-07-14T10:54:32.3387319-07:00"
"2.3.5.3","Ensure 'Domain controller: LDAP server channel binding token requirements' is set to 'Always' (DC Only)","Fail","2 (Always)","","","DC01","2026-07-14T10:54:32.3868260-07:00"
"2.3.5.4","Ensure 'Domain controller: LDAP server signing requirements Enforcement' is set to 'Enabled' (DC only)","ManualReviewRequired","","","No se identifico con certeza una clave de registro distinta de LDAPServerIntegrity/LdapEnforceChannelBinding para esta variante de enforcement en la documentacion disponible. Verificar manualmente via RSOP/gpresult antes de automatizar.","DC01","2026-07-14T10:54:32.4310262-07:00"
"2.3.5.5","Ensure 'Domain controller: Refuse machine account password changes' is set to 'Disabled' (DC only)","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.5619954-07:00"
"2.3.6.1","Ensure 'Domain member: Digitally encrypt or sign secure channel data (always)' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.5662951-07:00"
"2.3.6.2","Ensure 'Domain member: Digitally encrypt secure channel data (when possible)' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.5684253-07:00"
"2.3.6.3","Ensure 'Domain member: Digitally sign secure channel data (when possible)' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.5714656-07:00"
"2.3.6.4","Ensure 'Domain member: Disable machine account password changes' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.5755234-07:00"
"2.3.6.5","Ensure 'Domain member: Maximum machine account password age' is set to '30 or fewer days, but not 0'","Pass","1-30","30","","DC01","2026-07-14T10:54:32.5791144-07:00"
"2.3.6.6","Ensure 'Domain member: Require strong (Windows 2000 or later) session key' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.5836243-07:00"
"2.3.7.1","Ensure 'Interactive logon: Do not require CTRL+ALT+DEL' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.5886606-07:00"
"2.3.7.2","Ensure 'Interactive logon: Don't display last signed-in' is set to 'Enabled'","Fail","1 (Enabled)","0","","DC01","2026-07-14T10:54:32.5919918-07:00"
"2.3.7.3","Ensure 'Interactive logon: Machine inactivity limit' is set to '900 or fewer second(s), but not 0'","Fail","1-900","","","DC01","2026-07-14T10:54:32.5982253-07:00"
"2.3.7.4","Configure 'Interactive logon: Message text for users attempting to log on'","Pass","Configurado (no vacio)"," ","","DC01","2026-07-14T10:54:32.6006815-07:00"
"2.3.7.5","Configure 'Interactive logon: Message title for users attempting to log on'","Fail","Configurado (no vacio)","","","DC01","2026-07-14T10:54:32.6037335-07:00"
"2.3.7.6","Ensure 'Interactive logon: Number of previous logons to cache (in case domain controller is not available)' is set to '4 or fewer logon(s)' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:32.6422633-07:00"
"2.3.7.7","Ensure 'Interactive logon: Prompt user to change password before expiration' is set to 'between 5 and 14 days'","Fail","5-14","","","DC01","2026-07-14T10:54:32.6459681-07:00"
"2.3.7.8","Ensure 'Interactive logon: Require Domain Controller Authentication to unlock workstation' is set to 'Enabled' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:32.6944095-07:00"
"2.3.7.9","Ensure 'Interactive logon: Smart card removal behavior' is set to 'Lock Workstation' or higher","Fail","'1' (Lock Workstation) o '2' (Force Logoff)","0","","DC01","2026-07-14T10:54:32.6974406-07:00"
"2.3.8.1","Ensure 'Microsoft network client: Digitally sign communications (always)' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:32.7014221-07:00"
"2.3.8.2","Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.7054115-07:00"
"2.3.9.1","Ensure 'Microsoft network server: Amount of idle time required before suspending session' is set to '15 or fewer minute(s)'","Pass","1-15","15","","DC01","2026-07-14T10:54:32.7084610-07:00"
"2.3.9.2","Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.7146083-07:00"
"2.3.9.3","Ensure 'Microsoft network server: Disconnect clients when logon hours expire' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:32.7200500-07:00"
"2.3.9.4","Ensure 'Microsoft network server: Server SPN target name validation level' is set to 'Accept if provided by client' or higher (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:32.7597686-07:00"
"2.3.10.1","Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.8457021-07:00"
"2.3.10.2","Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts' is set to 'Enabled' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:32.8951964-07:00"
"2.3.10.3","Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' is set to 'Enabled' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:32.9373355-07:00"
"2.3.10.4","Ensure 'Network access: Do not allow storage of passwords and credentials for network authentication' is set to 'Enabled'","Fail","1 (Enabled)","0","","DC01","2026-07-14T10:54:32.9433750-07:00"
"2.3.10.5","Ensure 'Network access: Let Everyone permissions apply to anonymous users' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:32.9474367-07:00"
"2.3.10.6","Ensure 'Network access: Named Pipes that can be accessed anonymously' is configured (DC only)","Pass","Incluye al menos: LSARPC, NETLOGON, SAMR",", netlogon, samr, lsarpc","","DC01","2026-07-14T10:54:32.9940685-07:00"
"2.3.10.7","Ensure 'Network access: Named Pipes that can be accessed anonymously' is configured (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:33.0348914-07:00"
"2.3.10.8","Ensure 'Network access: Remotely accessible registry paths' is configured","Pass","Configurado (no vacio)","System\CurrentControlSet\Control\ProductOptions, System\CurrentControlSet\Control\Server Applications, Software\Microsoft\Windows NT\CurrentVersion","","DC01","2026-07-14T10:54:33.0389488-07:00"
"2.3.10.9","Ensure 'Network access: Remotely accessible registry paths and sub-paths' is configured","Pass","Configurado (no vacio)","System\CurrentControlSet\Control\Print\Printers, System\CurrentControlSet\Services\Eventlog, Software\Microsoft\OLAP Server, Software\Microsoft\Windows NT\CurrentVersion\Print, Software\Microsoft\Windows NT\CurrentVersion\Windows, System\CurrentControlSet\Control\ContentIndex, System\CurrentControlSet\Control\Terminal Server, System\CurrentControlSet\Control\Terminal Server\UserConfig, System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration, Software\Microsoft\Windows NT\CurrentVersion\Perflib, System\CurrentControlSet\Services\SysmonLog","","DC01","2026-07-14T10:54:33.0459583-07:00"
"2.3.10.10","Ensure 'Network access: Restrict anonymous access to Named Pipes and Shares' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.0499477-07:00"
"2.3.10.11","Ensure 'Network access: Restrict clients allowed to make remote calls to SAM' is set to 'Administrators: Remote Access: Allow' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:33.1000804-07:00"
"2.3.10.12","Ensure 'Network access: Shares that can be accessed anonymously' is set to 'None'","Pass","Vacio (ninguno)","","","DC01","2026-07-14T10:54:33.1030849-07:00"
"2.3.10.13","Ensure 'Network access: Sharing and security model for local accounts' is set to 'Classic - local users authenticate as themselves'","Pass","0 (Classic)","0","","DC01","2026-07-14T10:54:33.1077153-07:00"
"2.3.11.1","Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:33.1139041-07:00"
"2.3.11.2","Ensure 'Network security: Allow LocalSystem NULL session fallback' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:33.1196103-07:00"
"2.3.11.3","Ensure 'Network Security: Allow PKU2U authentication requests to this computer to use online identities' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:33.1286109-07:00"
"2.3.11.4","Ensure 'Network security: Configure encryption types allowed for Kerberos' is set to 'AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types'","Fail","Bits AES128 (0x8) y AES256 (0x10) habilitados","","","DC01","2026-07-14T10:54:33.1322839-07:00"
"2.3.11.5","Ensure 'Network security: Force logoff when logon hours expire' is set to 'Enabled'","ManualReviewRequired","","","Control marcado (Manual) en el propio benchmark: el estado esperado puede variar segun el entorno. Verificar manualmente via Local Security Policy / RSOP.","DC01","2026-07-14T10:54:33.1346116-07:00"
"2.3.11.6","Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM & NTLM'","Fail","5","","","DC01","2026-07-14T10:54:33.1396109-07:00"
"2.3.11.7","Ensure 'Network security: LDAP client encryption requirements' is set to 'Negotiate sealing' or higher","ManualReviewRequired","","","No se identifico con certeza una clave de registro distinta de LDAPClientIntegrity (usada por 2.3.11.8) para este control. Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:33.1413581-07:00"
"2.3.11.8","Ensure 'Network security: LDAP client signing requirements' is set to 'Negotiate signing' or higher","Pass",">= 1","1","","DC01","2026-07-14T10:54:33.1454188-07:00"
"2.3.11.9","Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) clients' is set to 'Require NTLMv2 session security, Require 128-bit encryption'","Fail","Bits NTLMv2 (0x80000) y 128-bit (0x20000000) habilitados","536870912","","DC01","2026-07-14T10:54:33.1488614-07:00"
"2.3.11.10","Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) servers' is set to 'Require NTLMv2 session security, Require 128-bit encryption'","Fail","Bits NTLMv2 (0x80000) y 128-bit (0x20000000) habilitados","536870912","","DC01","2026-07-14T10:54:33.1529178-07:00"
"2.3.11.11","Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts'","Fail","2 (Enable auditing for all accounts)","","","DC01","2026-07-14T10:54:33.1568637-07:00"
"2.3.11.12","Ensure 'Network security: Restrict NTLM: Audit NTLM authentication in this domain' is set to 'Enable all' (DC only)","Fail","7 (Enable all)","","","DC01","2026-07-14T10:54:33.2044563-07:00"
"2.3.11.13","Ensure 'Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers' is set to 'Audit all' or higher","Fail",">= 1","","","DC01","2026-07-14T10:54:33.2081443-07:00"
"2.3.13.1","Ensure 'Shutdown: Allow system to be shut down without having to log on' is set to 'Disabled'","Pass","0 (Disabled)","0","","DC01","2026-07-14T10:54:33.2130126-07:00"
"2.3.15.1","Ensure 'System objects: Require case insensitivity for non-Windows subsystems' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.2175947-07:00"
"2.3.15.2","Ensure 'System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.2210134-07:00"
"2.3.17.1","Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:33.2260405-07:00"
"2.3.17.2","Ensure 'User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode' is set to 'Prompt for consent on the secure desktop' or higher","Fail","1 o 2","5","","DC01","2026-07-14T10:54:33.2290401-07:00"
"2.3.17.3","Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests'","Fail","0 (Automatically deny elevation requests)","3","","DC01","2026-07-14T10:54:33.2320828-07:00"
"2.3.17.4","Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.2346453-07:00"
"2.3.17.5","Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled'","Fail","1 (Enabled)","0","","DC01","2026-07-14T10:54:33.2366626-07:00"
"2.3.17.6","Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.2428152-07:00"
"2.3.17.7","Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.2478461-07:00"
"2.3.17.8","Ensure 'User Account Control: Virtualize file and registry write failures to per-user locations' is set to 'Enabled'","Pass","1 (Enabled)","1","","DC01","2026-07-14T10:54:33.2508281-07:00"
"5.1","Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (DC only)","Fail","Disabled","Automatic","","DC01","2026-07-14T10:54:33.2999568-07:00"
"5.2","Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (MS only)","NotApplicable","","","Control (MS only); este equipo no es MS.","DC01","2026-07-14T10:54:33.3480415-07:00"
"9.1.1","Ensure 'Windows Firewall: Domain: Firewall state' is set to 'On (recommended)'","Fail","1 (On)","","","DC01","2026-07-14T10:54:33.3565775-07:00"
"9.1.2","Ensure 'Windows Firewall: Domain: Inbound connections' is set to 'Block (default)'","Fail","1 (Block)","","","DC01","2026-07-14T10:54:33.3628738-07:00"
"9.1.3","Ensure 'Windows Firewall: Domain: Settings: Display a notification' is set to 'No'","Fail","1 (No mostrar notificacion)","","","DC01","2026-07-14T10:54:33.3681229-07:00"
"9.1.4","Ensure 'Windows Firewall: Domain: Logging: Name' is configured","Fail","Configurado (no vacio)","","","DC01","2026-07-14T10:54:33.3747744-07:00"
"9.1.5","Ensure 'Windows Firewall: Domain: Logging: Size limit (KB)' is set to '16,384 KB or greater'","Fail",">= 16384","","","DC01","2026-07-14T10:54:33.3814946-07:00"
"9.1.6","Ensure 'Windows Firewall: Domain: Logging: Log dropped packets' is set to 'Yes'","Fail","1 (Yes)","","","DC01","2026-07-14T10:54:33.3911531-07:00"
"9.1.7","Ensure 'Windows Firewall: Domain: Logging: Log successful connections' is set to 'Yes'","Fail","1 (Yes)","","","DC01","2026-07-14T10:54:33.3998956-07:00"
